Skill,Assignment,Student,Speed,PercentCorrect,MasterySpeed,HintUsage,Complete
F,22,498,14.507258701,0.368421052632,19,0.0526315789474,1
H,23,498,8.33295624962,0.68,25,0.0,1
J,24,498,9.30053995557,0.75,4,0.0,1
A,1,499,8.86791344243,0.555555555556,9,0.0,1
B,2,499,7.26760025644,0.833333333333,6,0.0,1
C,3,499,13.1299427254,0.833333333333,6,0.166666666667,1
D,4,499,9.32409128457,0.571428571429,14,0.0,1
E,5,499,6.73431465309,0.521739130435,23,0.0,1
F,6,499,10.8000491372,0.588235294118,17,0.0,1
G,7,499,9.36335252235,0.666666666667,12,0.0,1
H,8,499,5.4836389617,1.0,3,0.0,1
I,9,499,9.33733511717,0.75,4,0.0,1
E,10,499,9.23564296277,0.75,4,0.0,1
J,11,499,13.4656714003,0.583333333333,12,0.0833333333333,1
C,12,499,10.7644656881,0.666666666667,9,0.0,1
D,13,499,12.6332341217,0.6,5,0.0,1
G,14,499,8.35277949611,0.6,5,0.0,1
H,15,499,5.12598094889,0.75,4,0.0,1
J,16,499,8.50860405942,0.5,16,0.0,1
A,1,500,8.98833196583,0.8,5,0.0,1
B,2,500,10.1466827938,1.0,3,0.0,1
C,3,500,14.657777091,0.625,8,0.0,1
D,4,500,9.72896697048,0.75,8,0.125,1
A,5,500,13.9217605771,0.75,4,0.25,1
C,6,500,11.5656984802,0.590909090909,22,0.0454545454545,1
E,7,500,6.49899715272,1.0,3,0.0,1
F,8,500,13.4939968732,0.714285714286,7,0.142857142857,1
G,9,500,12.2329374927,0.75,4,0.0,1
H,10,500,10.1560106817,0.636363636364,11,0.0,1
I,11,500,12.0868455678,0.533333333333,15,0.0,1
F,12,500,11.3627489748,0.53125,32,0.0,1
G,13,500,15.3711458337,1.0,3,0.0,1
J,14,500,13.7433007214,0.7,10,0.1,1
A,15,500,17.3100245527,1.0,3,0.0,1
F,16,500,14.1862791789,0.6,5,0.0,1
G,17,500,10.5427896706,0.5625,16,0.0,1
I,18,500,11.1479575038,0.714285714286,7,0.0,1
A,1,501,10.5637375405,0.526315789474,19,0.157894736842,1
B,2,501,6.30184434057,0.551724137931,29,0.0,1
C,3,501,16.6137909741,0.571428571429,7,0.142857142857,1
D,4,501,8.50872431053,0.8,5,0.0,1
A,5,501,6.68081304119,0.538461538462,13,0.0,1
D,6,501,8.61183565283,0.464285714286,28,0.0714285714286,1
E,7,501,10.7618747485,1.0,3,0.0,1
F,8,501,10.9556901102,0.615384615385,13,0.0,1
G,9,501,10.3405145098,0.75,8,0.0,1
H,10,501,6.66098243801,1.0,3,0.0,1
I,11,501,9.31261489691,0.5,16,0.125,1
D,12,501,12.2831077164,0.571428571429,7,0.0,1
F,13,501,10.3912859819,0.386363636364,44,0.0,1
G,14,501,4.69146893108,1.0,3,0.0,1
H,15,501,6.77106249982,0.75,4,0.0,1
J,16,501,13.9874465882,0.363636363636,22,0.0909090909091,1
A,17,501,8.98962829089,0.444444444444,9,0.0,1
C,18,501,12.7513500047,0.461538461538,13,0.0,1
F,19,501,10.8724757977,0.409090909091,22,0.0,1
I,20,501,8.7086904845,0.428571428571,7,0.142857142857,1
J,21,501,12.9190052679,0.484848484848,33,0.030303030303,1
A,1,502,10.5681012263,0.666666666667,9,0.0,1
B,2,502,9.76182982608,0.666666666667,9,0.111111111111,1
C,3,502,17.8526167627,0.714285714286,7,0.0,1
D,4,502,10.6212291214,0.8,5,0.0,1
A,5,502,11.3444183753,0.75,4,0.0,1
C,6,502,12.1073185161,0.75,4,0.0,1
D,7,502,14.3718129894,0.5,8,0.0,1
E,8,502,11.4306015677,0.6,5,0.0,1
F,9,502,13.8325538797,0.625,8,0.125,1
G,10,502,11.7425238374,0.6,15,0.0666666666667,1
H,11,502,9.10266700157,0.5,10,0.1,1
I,12,502,6.20494253382,0.583333333333,12,0.0,1
D,13,502,10.4914368442,0.526315789474,19,0.0,1
F,14,502,15.2174744768,0.322580645161,31,0.0,1
G,15,502,12.7492766371,0.8,5,0.2,1
I,16,502,9.64473326085,0.833333333333,6,0.0,1
H,17,502,11.0750677122,0.5,6,0.333333333333,1
J,18,502,12.7788727529,0.409090909091,22,0.0,1
A,19,502,5.2615687604,0.75,4,0.0,1
B,20,502,9.17966937854,1.0,3,0.0,1
D,21,502,16.4471736822,0.461538461538,13,0.0769230769231,1
E,22,502,8.34310271126,0.75,4,0.25,1
F,23,502,17.7105024762,1.0,3,0.0,1
G,24,502,12.211734981,0.583333333333,12,0.0833333333333,1
H,25,502,8.35751650899,0.6,10,0.0,1
I,26,502,11.2947689027,0.5,10,0.1,1
A,1,503,9.68543453174,0.28,50,0.02,0
B,2,503,7.96832770015,0.538461538462,13,0.0769230769231,1
C,3,503,15.5607048411,0.375,16,0.125,1
D,4,503,12.1395985284,0.5,18,0.166666666667,1
B,5,503,11.1787460032,0.6,10,0.1,1
C,6,503,12.6378030247,0.448979591837,49,0.0,1
D,7,503,10.8472992929,0.48275862069,29,0.0344827586207,1
E,8,503,12.0272808653,0.4,35,0.114285714286,1
F,9,503,18.5056196671,0.444444444444,9,0.333333333333,1
G,10,503,13.2255518445,0.3125,16,0.25,1
H,11,503,9.49829701843,0.428571428571,35,0.0285714285714,1
I,12,503,10.2172167969,0.4,10,0.2,1
D,13,503,13.7227683211,0.392857142857,28,0.107142857143,1
F,14,503,15.173371896,0.418604651163,43,0.0232558139535,1
G,15,503,14.4499670889,0.444444444444,18,0.166666666667,1
E,16,503,10.5620608011,0.533333333333,15,0.2,1
I,17,503,17.3360290695,0.4,15,0.133333333333,1
H,18,503,8.18413482235,0.487804878049,41,0.0243902439024,1
J,19,503,15.234109103,0.425531914894,47,0.063829787234,1
A,20,503,12.9417251002,1.0,3,0.0,1
B,21,503,8.29161491918,0.470588235294,17,0.117647058824,1
F,22,503,15.0130673033,0.26,50,0.06,0
G,23,503,13.5775022912,0.357142857143,14,0.142857142857,1
H,24,503,9.78354816277,0.483870967742,31,0.0967741935484,1
I,25,503,10.8901507155,0.444444444444,18,0.166666666667,1
J,26,503,13.3015594224,0.571428571429,14,0.142857142857,1
A,1,504,9.52091071805,0.666666666667,9,0.0,1
B,2,504,5.44194174378,0.75,4,0.0,1
C,3,504,13.996419662,0.75,4,0.0,1
D,4,504,11.8251449146,0.35,20,0.0,1
A,5,504,9.13055875052,0.8,5,0.0,1
B,6,504,9.3997139422,0.666666666667,9,0.0,1
C,7,504,8.67071701054,0.583333333333,12,0.0,1
D,8,504,12.4109463417,0.5,8,0.125,1
E,9,504,5.63552761925,1.0,3,0.0,1
F,10,504,14.8025167221,0.368421052632,19,0.0,1
G,11,504,13.3877063739,0.666666666667,9,0.111111111111,1
H,12,504,8.78220296681,0.625,8,0.125,1
I,13,504,13.4134997267,0.6,5,0.0,1
J,14,504,15.8570498579,0.4,10,0.0,1
C,15,504,9.08320253595,1.0,3,0.0,1
D,16,504,8.12067803274,0.5,6,0.0,1
F,17,504,11.4571576117,0.75,4,0.0,1
I,18,504,9.63166805055,1.0,3,0.0,1
J,19,504,11.2827384165,0.4,25,0.0,1
A,1,505,12.6972312231,0.625,8,0.125,1
B,2,505,10.3812069527,1.0,3,0.0,1
C,3,505,8.20323698383,0.8,5,0.0,1
D,4,505,8.82050212025,0.6,5,0.0,1
A,5,505,10.9084850302,0.625,8,0.125,1
C,6,505,14.7297437288,1.0,3,0.0,1
E,7,505,11.7584371468,0.75,4,0.25,1
F,8,505,13.5501133937,0.473684210526,19,0.0,1
G,9,505,9.66942471598,0.454545454545,11,0.0909090909091,1
H,10,505,7.84544035677,0.571428571429,14,0.0,1
I,11,505,11.6234985747,0.6,5,0.2,1
F,12,505,12.4662845116,0.26,50,0.02,0
E,13,505,5.91359890496,1.0,3,0.0,1
I,14,505,12.4450815156,0.75,4,0.25,1
H,15,505,12.0892595041,0.75,4,0.0,1
J,16,505,13.5336454523,0.8,5,0.0,1
A,17,505,12.9188388536,0.48275862069,29,0.0689655172414,1
B,18,505,7.47345026584,0.5,12,0.0,1
C,19,505,13.0559339086,0.5,6,0.0,1
F,20,505,10.5751284532,0.26,50,0.02,0
I,21,505,9.47753445296,0.75,4,0.0,1
J,22,505,11.4035756672,0.47619047619,21,0.0,1
A,1,506,9.57828226339,1.0,3,0.0,1
B,2,506,7.90825854235,1.0,3,0.0,1
C,3,506,13.6389966446,0.555555555556,36,0.0,1
D,4,506,9.73812437996,0.8,5,0.0,1
B,5,506,6.65136783624,0.566666666667,30,0.0,1
C,6,506,11.9596304577,0.44,25,0.0,1
E,7,506,6.9872619766,0.666666666667,9,0.0,1
F,8,506,11.9825763521,0.571428571429,7,0.0,1
G,9,506,7.64488558312,0.6,10,0.0,1
H,10,506,12.345422713,1.0,3,0.0,1
I,11,506,13.4181490408,1.0,3,0.0,1
J,12,506,12.7640570997,0.5,24,0.0416666666667,1
B,13,506,12.4482394126,0.6,5,0.0,1
E,14,506,6.38447282948,0.833333333333,6,0.0,1
G,15,506,12.6242554645,0.75,8,0.0,1
I,16,506,10.573634335,0.571428571429,14,0.0,1
J,17,506,15.3818318983,1.0,3,0.0,1
A,1,507,8.84454351064,0.28,25,0.12,1
B,2,507,8.1408750018,0.75,4,0.25,1
C,3,507,7.39038453444,0.428571428571,7,0.285714285714,1
D,4,507,6.01292504359,0.35,40,0.025,1
A,5,507,11.0072822758,0.428571428571,7,0.285714285714,1
B,6,507,6.50755017382,0.5,18,0.166666666667,1
E,7,507,8.2305690752,0.6,5,0.2,1
F,8,507,10.5064925102,0.423076923077,26,0.0,1
G,9,507,9.20953740169,0.388888888889,18,0.0555555555556,1
H,10,507,7.40835032986,0.416666666667,12,0.0,1
I,11,507,9.32631230502,0.545454545455,11,0.0909090909091,1
D,12,507,12.5459886148,0.454545454545,11,0.0,1
F,13,507,9.30035938113,0.555555555556,18,0.0,1
E,14,507,7.35726010621,0.545454545455,11,0.0909090909091,1
I,15,507,12.1295442501,1.0,3,0.0,1
H,16,507,13.5952962834,1.0,3,0.0,1
J,17,507,8.46973783599,0.352941176471,34,0.0294117647059,1
C,18,507,10.5720566723,0.484848484848,33,0.030303030303,1
D,19,507,6.42592920895,0.615384615385,13,0.0769230769231,1
F,20,507,12.4461289236,0.28,50,0.02,0
G,21,507,10.5307580081,0.8,5,0.2,1
H,22,507,8.15702671615,0.416666666667,24,0.0416666666667,1
I,23,507,11.7187372195,1.0,3,0.0,1
J,24,507,17.3952719641,0.333333333333,9,0.111111111111,1
A,1,508,9.88844486421,1.0,3,0.0,1
B,2,508,5.86725512553,1.0,3,0.0,1
C,3,508,3.00211775773,1.0,3,0.0,1
D,4,508,7.67052449973,0.615384615385,13,0.0,1
B,5,508,8.26961880218,0.75,4,0.25,1
C,6,508,12.7839087024,0.714285714286,7,0.0,1
E,7,508,4.69746087409,1.0,3,0.0,1
F,8,508,14.0503182978,0.470588235294,17,0.0,1
G,9,508,11.3127193146,1.0,3,0.0,1
H,10,508,6.97301783874,0.833333333333,6,0.0,1
I,11,508,9.05369668055,0.583333333333,12,0.0833333333333,1
F,12,508,10.8454688692,0.75,4,0.0,1
I,13,508,9.78480546842,0.6,5,0.0,1
J,14,508,8.68217152426,0.533333333333,30,0.0,1
A,15,508,6.57621467956,0.375,8,0.125,1
B,16,508,3.39653617995,1.0,3,0.0,1
C,17,508,15.5112617748,0.777777777778,9,0.0,1
D,18,508,3.44848212177,0.75,4,0.0,1
F,19,508,8.46432774906,1.0,3,0.0,1
J,20,508,10.9456734011,0.454545454545,11,0.0909090909091,1
A,1,509,15.2231145286,0.5,12,0.0,1
B,2,509,9.77628415873,0.666666666667,9,0.111111111111,1
C,3,509,11.7681772965,0.6,10,0.0,1
D,4,509,12.9634101555,0.6,15,0.0,1
B,5,509,4.99189890534,1.0,3,0.0,1
C,6,509,11.8927626165,0.6,5,0.2,1
D,7,509,9.81619793571,0.545454545455,22,0.0,1
E,8,509,4.16203463872,0.75,4,0.25,1
F,9,509,14.1350805683,0.454545454545,22,0.0454545454545,1
G,10,509,20.7341646237,0.6,5,0.4,1
H,11,509,11.1010293045,1.0,3,0.0,1
I,12,509,14.5038577726,0.666666666667,6,0.333333333333,1
G,13,509,11.6118740737,0.5,20,0.05,1
J,14,509,23.0905563932,0.75,4,0.25,1
B,15,509,7.32918642167,0.5,8,0.125,1
D,16,509,10.5673162193,0.5,14,0.0714285714286,1
F,17,509,20.3226827043,0.6,10,0.0,1
H,18,509,8.92002660703,0.666666666667,6,0.166666666667,1
I,19,509,11.0313147925,0.777777777778,9,0.0,1
J,20,509,17.1952006652,0.625,8,0.0,1
A,1,510,6.61931403714,0.75,8,0.0,1
B,2,510,3.11104004757,1.0,3,0.0,1
C,3,510,10.1825425758,0.625,8,0.0,1
D,4,510,16.0935505816,1.0,3,0.0,1
E,5,510,4.94254042205,1.0,3,0.0,1
F,6,510,2.66806453645,1.0,3,0.0,1
G,7,510,4.80325517575,1.0,3,0.0,1
H,8,510,6.53614573505,0.714285714286,7,0.142857142857,1
I,9,510,6.08282546892,0.636363636364,11,0.0,1
F,10,510,10.7534460632,1.0,3,0.0,1
G,11,510,4.16994785284,0.75,4,0.25,1
J,12,510,9.05909422494,0.75,4,0.0,1
D,13,510,4.15696234163,1.0,3,0.0,1
F,14,510,15.8200021288,1.0,3,0.0,1
A,1,511,11.629726726,1.0,3,0.0,1
B,2,511,11.7485681518,0.625,8,0.0,1
C,3,511,14.3073899141,0.5,12,0.166666666667,1
D,4,511,3.04430137335,1.0,3,0.0,1
A,5,511,7.30772439663,0.521739130435,23,0.0,1
D,6,511,20.3670047644,1.0,3,0.0,1
E,7,511,9.96233724262,0.666666666667,12,0.0,1
F,8,511,16.5436235833,1.0,3,0.0,1
G,9,511,8.21872215796,0.75,4,0.0,1
H,10,511,8.45535030374,0.727272727273,11,0.0,1
I,11,511,6.10786188572,0.75,4,0.0,1
F,12,511,6.84706615245,1.0,3,0.0,1
G,13,511,9.13144417476,1.0,3,0.0,1
J,14,511,14.3085271516,0.514285714286,35,0.0,1
B,15,511,5.4261579733,0.666666666667,6,0.0,1
C,16,511,10.4528865186,1.0,3,0.0,1
D,17,511,20.3662492087,0.75,4,0.25,1
G,18,511,11.4081980985,0.6,5,0.2,1
J,19,511,15.3602418329,0.555555555556,9,0.111111111111,1
A,1,512,23.5430483911,1.0,3,0.0,1
B,2,512,10.9502526486,1.0,3,0.0,1
C,3,512,8.00276740838,1.0,3,0.0,1
D,4,512,9.87206731245,1.0,3,0.0,1
B,5,512,7.26491868002,1.0,3,0.0,1
E,6,512,3.86152228996,0.75,4,0.0,1
F,7,512,13.8150681629,1.0,3,0.0,1
G,8,512,9.78223911393,0.75,4,0.0,1
H,9,512,7.75552548967,0.75,4,0.0,1
I,10,512,18.8798801858,0.75,4,0.25,1
D,11,512,12.1692302841,0.75,4,0.0,1
F,12,512,11.3734069828,1.0,3,0.0,1
G,13,512,12.6256874003,0.666666666667,6,0.0,1
J,14,512,12.8168357198,1.0,3,0.0,1
A,15,512,11.7624790519,1.0,3,0.0,1
D,16,512,11.6981467268,1.0,3,0.0,1
F,17,512,17.5152201337,0.666666666667,9,0.0,1
A,1,513,8.48246664089,0.4,10,0.0,1
B,2,513,7.65157022771,0.7,10,0.0,1
C,3,513,10.9791955336,1.0,3,0.0,1
D,4,513,7.3685988172,1.0,3,0.0,1
E,5,513,7.30568053535,0.571428571429,7,0.0,1
F,6,513,12.5497750311,0.6,15,0.0,1
G,7,513,10.0268925076,0.6,10,0.0,1
H,8,513,5.80708575853,1.0,3,0.0,1
I,9,513,7.43509120165,0.666666666667,6,0.0,1
F,10,513,14.738505242,0.75,8,0.125,1
J,11,513,14.4188649205,1.0,3,0.0,1
B,12,513,9.4199116128,0.7,10,0.0,1
H,13,513,11.734100495,0.8,5,0.2,1
I,14,513,9.97133417903,0.8,5,0.0,1
J,15,513,8.5127028585,0.8,5,0.0,1
A,1,514,12.8030280172,0.571428571429,7,0.142857142857,1
B,2,514,8.59991188865,0.411764705882,17,0.0,1
C,3,514,17.5543287994,0.8,5,0.0,1
D,4,514,11.4900176677,0.5,6,0.0,1
A,5,514,6.60711982383,1.0,3,0.0,1
C,6,514,12.9270206024,0.75,4,0.0,1
D,7,514,9.71773753011,0.444444444444,18,0.0555555555556,1
E,8,514,7.20481799076,1.0,3,0.0,1
F,9,514,12.4041508535,0.416666666667,12,0.0,1
G,10,514,10.5075809512,0.615384615385,13,0.0,1
H,11,514,9.39990441753,0.666666666667,6,0.0,1
I,12,514,12.1462154554,0.75,4,0.0,1
F,13,514,14.7767207666,0.424242424242,33,0.0,1
G,14,514,10.0176198801,0.647058823529,17,0.0,1
I,15,514,10.8439276133,0.8,5,0.0,1
H,16,514,7.81242370215,0.6,5,0.2,1
J,17,514,13.2266482897,0.4375,32,0.0,1
E,18,514,8.06720145744,1.0,3,0.0,1
G,19,514,12.1270858808,0.461538461538,13,0.0,1
J,20,514,11.6719598957,0.38,50,0.0,0
A,1,515,6.70562362966,0.416666666667,12,0.0,1
B,2,515,5.74636329142,1.0,3,0.0,1
C,3,515,7.82890966271,0.571428571429,7,0.0,1
D,4,515,7.69278192609,0.8,5,0.2,1
A,5,515,6.96235597427,1.0,3,0.0,1
B,6,515,7.79592562005,1.0,3,0.0,1
E,7,515,5.88220992266,0.8,5,0.0,1
F,8,515,11.2640105456,0.588235294118,17,0.0,1
G,9,515,15.1928143555,0.571428571429,7,0.142857142857,1
H,10,515,5.54967760935,0.7,10,0.0,1
I,11,515,11.1721176461,1.0,3,0.0,1
G,12,515,7.33439926719,1.0,3,0.0,1
I,13,515,9.84546849317,1.0,3,0.0,1
J,14,515,9.79275899508,0.433333333333,30,0.0,1
C,15,515,11.7585131981,0.486486486486,37,0.027027027027,1
E,16,515,5.14397277128,0.571428571429,7,0.0,1
J,17,515,13.1059020686,0.666666666667,6,0.0,1
A,1,516,10.0941965269,0.833333333333,6,0.0,1
B,2,516,1.76820220418,1.0,3,0.0,1
C,3,516,7.63325620404,0.5,16,0.0,1
D,4,516,10.2552037975,1.0,3,0.0,1
A,5,516,9.22492279911,0.55,20,0.0,1
C,6,516,8.10427883349,0.421052631579,19,0.0526315789474,1
D,7,516,9.7695445635,0.6,5,0.2,1
E,8,516,4.47607908738,1.0,3,0.0,1
F,9,516,11.2094259044,0.555555555556,9,0.111111111111,1
G,10,516,9.6438464212,0.5,12,0.0833333333333,1
H,11,516,7.29672674385,0.588235294118,17,0.0,1
I,12,516,7.39798183111,0.545454545455,11,0.0,1
D,13,516,7.80995816384,0.7,10,0.1,1
G,14,516,11.540745821,0.666666666667,9,0.0,1
J,15,516,11.1688047661,0.478260869565,23,0.0,1
B,16,516,6.21778731542,0.666666666667,9,0.0,1
C,17,516,9.75130856007,0.444444444444,9,0.0,1
D,18,516,7.79657251467,1.0,3,0.0,1
H,19,516,8.82768324279,1.0,3,0.0,1
J,20,516,10.861908328,0.470588235294,17,0.0,1
A,1,517,5.03276352066,1.0,3,0.0,1
B,2,517,3.72977094858,0.636363636364,11,0.0,1
C,3,517,10.4624625802,0.75,4,0.0,1
D,4,517,9.57042488702,1.0,3,0.0,1
A,5,517,8.07075351812,0.5,8,0.125,1
B,6,517,12.3932418435,1.0,3,0.0,1
D,7,517,6.55706272872,0.5,8,0.375,1
E,8,517,6.41505884782,0.6,10,0.0,1
F,9,517,13.032262417,0.55,20,0.0,1
G,10,517,11.2437804791,1.0,3,0.0,1
H,11,517,9.03715674894,0.75,4,0.0,1
I,12,517,8.75702072672,0.636363636364,11,0.0,1
D,13,517,12.9123593866,0.571428571429,7,0.142857142857,1
G,14,517,10.0005685984,0.6,5,0.0,1
J,15,517,14.2883734608,1.0,3,0.0,1
A,16,517,8.68617672356,0.75,8,0.0,1
E,17,517,7.91037194867,0.5,12,0.0833333333333,1
F,18,517,13.9858293566,0.714285714286,7,0.0,1
G,19,517,7.88814357364,0.555555555556,27,0.0,1
A,1,518,10.7568516452,0.5,28,0.0,1
B,2,518,6.19275444735,0.470588235294,17,0.0,1
C,3,518,15.7585047708,1.0,3,0.0,1
D,4,518,19.7377058877,0.75,4,0.25,1
A,5,518,11.4898597015,0.51724137931,29,0.0344827586207,1
B,6,518,8.48419918703,0.583333333333,12,0.0833333333333,1
E,7,518,7.68705641292,1.0,3,0.0,1
F,8,518,17.7288934692,0.545454545455,11,0.0909090909091,1
G,9,518,11.7718392035,0.538461538462,13,0.0,1
H,10,518,8.51912842487,0.636363636364,11,0.0909090909091,1
I,11,518,11.8281516132,0.6,10,0.0,1
D,12,518,11.2479480281,1.0,3,0.0,1
F,13,518,22.9518925607,0.444444444444,9,0.111111111111,1
E,14,518,12.5049168679,0.75,4,0.25,1
I,15,518,8.48644216823,0.666666666667,6,0.0,1
J,16,518,17.3699544751,1.0,3,0.0,1
B,17,518,10.4945156842,0.444444444444,27,0.0,1
C,18,518,18.521756525,1.0,3,0.0,1
E,19,518,10.4631952277,0.636363636364,11,0.0,1
F,20,518,14.5109178224,0.4,50,0.0,0
G,21,518,7.55238166655,1.0,3,0.0,1
H,22,518,6.43896664976,0.727272727273,11,0.0,1
A,1,519,12.8131631273,0.5625,16,0.0625,1
B,2,519,10.5519041031,0.6,5,0.2,1
C,3,519,15.6882085468,0.5,10,0.2,1
D,4,519,17.7859010596,0.428571428571,7,0.142857142857,1
A,5,519,11.4025898698,0.5,14,0.0714285714286,1
C,6,519,16.5995983477,0.571428571429,7,0.428571428571,1
D,7,519,12.5982929413,0.333333333333,12,0.333333333333,1
E,8,519,10.8887932295,1.0,3,0.0,1
F,9,519,12.4120627951,0.5,18,0.0555555555556,1
G,10,519,9.96590113515,0.379310344828,29,0.0689655172414,1
H,11,519,10.6222521154,0.538461538462,13,0.0769230769231,1
I,12,519,14.5908797221,0.777777777778,9,0.222222222222,1
F,13,519,15.2083559477,0.35,20,0.1,1
G,14,519,10.6459249039,0.375,8,0.125,1
E,15,519,8.16131482159,0.647058823529,17,0.0,1
J,16,519,12.3068960875,0.321428571429,28,0.0357142857143,1
A,17,519,9.70248970122,0.235294117647,17,0.0,1
B,18,519,5.03737984005,1.0,3,0.0,1
D,19,519,12.8402174203,0.444444444444,18,0.166666666667,1
E,20,519,4.67595275291,0.625,8,0.0,1
F,21,519,15.1926114142,0.384615384615,26,0.153846153846,1
G,22,519,13.2979268259,0.416666666667,12,0.25,1
H,23,519,10.7280305435,0.538461538462,13,0.0,1
I,24,519,10.8016122606,0.526315789474,19,0.0,1
J,25,519,15.3945847383,0.478260869565,23,0.0869565217391,1
A,1,520,4.65649812372,1.0,3,0.0,1
B,2,520,4.06327674449,0.636363636364,11,0.0,1
C,3,520,8.25415802203,1.0,3,0.0,1
D,4,520,10.9549747813,1.0,3,0.0,1
E,5,520,13.5819995695,0.833333333333,6,0.166666666667,1
F,6,520,13.2581970729,1.0,3,0.0,1
G,7,520,13.7756732122,1.0,3,0.0,1
H,8,520,6.69105758222,0.75,4,0.0,1
I,9,520,10.1713943381,1.0,3,0.0,1
D,10,520,7.4070161962,0.666666666667,6,0.0,1
F,11,520,14.7768410143,1.0,3,0.0,1
E,12,520,8.54906840233,0.714285714286,7,0.0,1
J,13,520,14.5477353737,1.0,3,0.0,1
B,14,520,5.35341360435,0.5,6,0.0,1
F,15,520,10.4209509235,0.75,4,0.0,1
I,16,520,7.96776647733,0.75,4,0.0,1
J,17,520,6.60356444623,1.0,3,0.0,1
A,1,521,10.0960788546,0.466666666667,15,0.0666666666667,1
B,2,521,9.26388934652,1.0,3,0.0,1
C,3,521,11.0964276436,0.571428571429,7,0.0,1
D,4,521,15.6661434735,0.6,5,0.4,1
B,5,521,5.99979773114,0.636363636364,11,0.0909090909091,1
C,6,521,13.0128290876,0.46875,32,0.0,1
D,7,521,11.9149183717,0.625,8,0.0,1
E,8,521,5.28532478964,1.0,3,0.0,1
F,9,521,15.7252441214,0.5,18,0.0555555555556,1
G,10,521,14.4284388735,0.4,25,0.12,1
H,11,521,7.81620873842,0.625,8,0.0,1
I,12,521,10.1791880079,0.555555555556,9,0.0,1
D,13,521,9.10016055083,0.527777777778,36,0.0,1
F,14,521,11.5629976764,0.291666666667,24,0.0416666666667,1
G,15,521,12.9098411648,0.470588235294,17,0.117647058824,1
J,16,521,15.9353455056,0.7,10,0.0,1
B,17,521,7.9930371806,0.4,10,0.2,1
C,18,521,13.6049034608,0.470588235294,17,0.0588235294118,1
E,19,521,14.2651018567,0.7,10,0.3,1
F,20,521,14.560499415,0.458333333333,24,0.125,1
I,21,521,9.53706442666,0.5,14,0.0714285714286,1
J,22,521,16.4670659029,0.55,20,0.1,1
A,1,522,14.8110412475,0.571428571429,7,0.0,1
B,2,522,7.8857159884,0.8,5,0.0,1
C,3,522,19.2031928128,1.0,3,0.0,1
D,4,522,9.91893872326,1.0,3,0.0,1
A,5,522,15.9289617926,0.6,10,0.0,1
C,6,522,17.4080479702,0.666666666667,6,0.0,1
E,7,522,4.65936185048,1.0,3,0.0,1
F,8,522,13.4726317616,0.5,6,0.166666666667,1
G,9,522,16.8213075104,1.0,3,0.0,1
H,10,522,3.54762071966,1.0,3,0.0,1
I,11,522,8.98230127671,1.0,3,0.0,1
I,12,522,19.2938831488,1.0,3,0.0,1
J,13,522,14.0144324747,1.0,3,0.0,1
B,14,522,8.1566550784,0.75,4,0.0,1
E,15,522,13.7803219249,1.0,3,0.0,1
F,16,522,16.2547392689,0.8,5,0.0,1
A,1,523,8.58444991155,0.666666666667,6,0.0,1
B,2,523,5.94065880677,1.0,3,0.0,1
C,3,523,21.0498610022,1.0,3,0.0,1
D,4,523,8.50390017023,1.0,3,0.0,1
E,5,523,6.49026593775,0.571428571429,7,0.0,1
F,6,523,14.1366176175,1.0,3,0.0,1
G,7,523,18.5530784019,1.0,3,0.0,1
H,8,523,7.78170293332,0.75,8,0.0,1
I,9,523,14.2006698836,0.8,5,0.0,1
D,10,523,13.6952141064,1.0,3,0.0,1
F,11,523,14.5468314295,0.714285714286,7,0.0,1
I,12,523,13.872398046,1.0,3,0.0,1
J,13,523,16.4212907017,0.5625,16,0.0,1
B,14,523,7.86473616812,1.0,3,0.0,1
D,15,523,11.878760008,0.6,5,0.0,1
E,16,523,7.1462641469,0.636363636364,11,0.0,1
F,17,523,15.0621323746,0.636363636364,11,0.0,1
G,18,523,10.9710373332,0.8,5,0.0,1
J,19,523,8.16684029583,0.75,4,0.0,1
A,1,524,10.9292039965,1.0,3,0.0,1
B,2,524,16.3857787748,0.75,4,0.25,1
C,3,524,18.8664354419,1.0,3,0.0,1
D,4,524,17.3434344074,0.75,4,0.0,1
E,5,524,6.04221851419,0.8,5,0.0,1
F,6,524,9.94725859674,0.75,4,0.25,1
G,7,524,8.79781836328,0.666666666667,6,0.0,1
H,8,524,5.33730235712,0.75,4,0.0,1
I,9,524,10.2024148532,0.75,4,0.0,1
D,10,524,11.9303693271,0.666666666667,9,0.0,1
H,11,524,5.24789146176,0.666666666667,6,0.0,1
J,12,524,13.9647831119,0.428571428571,14,0.0714285714286,1
A,13,524,10.3738290273,0.75,4,0.0,1
D,14,524,11.8831751359,0.5,18,0.0555555555556,1
F,15,524,12.3325393657,1.0,3,0.0,1
J,16,524,19.4547906695,0.6,5,0.0,1
A,1,525,5.79322743119,0.75,4,0.0,1
B,2,525,4.42029725826,0.75,4,0.0,1
C,3,525,5.28851691215,0.75,4,0.0,1
D,4,525,7.80734246823,1.0,3,0.0,1
A,5,525,9.29952451648,0.714285714286,7,0.0,1
B,6,525,8.14448720033,0.75,8,0.0,1
C,7,525,18.7577679625,0.8,5,0.0,1
E,8,525,11.1433779893,0.8,5,0.0,1
F,9,525,7.79431829611,0.7,10,0.0,1
G,10,525,10.8369749816,1.0,3,0.0,1
H,11,525,15.9901120889,0.75,4,0.25,1
I,12,525,7.38442158854,0.6,10,0.0,1
